SampleIDs,BestCalls,cluster2,cluster5,cluster3,cluster1,cluster4,Label
TCGA-14-1452-01,cluster2,0.651110551933672,0.0163965536409399,0.0403758712460691,0.0245582444861155,0.267558778693204,cluster2
TCGA-14-0812-01,cluster3,0.161887308952338,0.0470255019054679,0.772070933415719,0.00960695230476416,0.00940930342171107,cluster3
TCGA-06-0171-01,cluster2,0.113024342989941,0.192134177825943,0.0196444779780713,0.460393812317282,0.214803188888764,cluster4
TCGA-06-0154-01,cluster2,0.854786103316256,0.0104046275399582,0.0115249037686208,0.0141489643543534,0.109135401020811,cluster2
TCGA-28-1747-01,cluster3,0.0132073104800456,0.0538791030357588,0.843311313301112,0.0124309474198831,0.0771713257632009,cluster3
TCGA-14-0866-01,cluster1,0.0179948852680051,0.339074064851903,0.0144403368646112,0.613543602567319,0.0149471104481626,cluster1
TCGA-06-0143-01,cluster2,0.92328000908329,0.0113076804229305,0.0148074271393652,0.0153409009029219,0.0352639824514923,cluster2
TCGA-06-0192-01,cluster2,0.860730143834941,0.0117792282306446,0.0100175227497465,0.0163391051625546,0.101134000022114,cluster2
TCGA-06-0189-01,cluster2,0.481995229439769,0.00633312177427484,0.00713495773338469,0.459650074081591,0.0448866169709803,cluster2
TCGA-06-0877-01,cluster2,0.247166946750458,0.0534815106026047,0.0188205856844939,0.280475329130203,0.40005562783224,cluster4
TCGA-12-3651-01,cluster3,0.0162649405231785,0.0276476378734975,0.933669936060528,0.011768853292455,0.010648632250341,cluster3
TCGA-08-0520-01,cluster2,0.397202300197287,0.0292558777762188,0.355033483346686,0.028580701974999,0.189927636704809,cluster3
TCGA-06-0195-01,cluster5,0.0134557881295331,0.455853396678979,0.42619616683492,0.00870374510091282,0.0957909032556551,cluster5
TCGA-02-0046-01,cluster1,0.074886028685629,0.0204092370232731,0.0201423436842147,0.874294428108529,0.0102679624983545,cluster1
TCGA-27-1837-01,cluster2,0.0347126109639682,0.0982394927868206,0.569545691995368,0.247155630894997,0.050346573358846,cluster1
TCGA-06-0206-01,cluster2,0.425135297854787,0.0133248806516378,0.162941688530136,0.380899926716615,0.0176982062468236,cluster2
TCGA-08-0360-01,cluster2,0.812045378207189,0.0112281101853961,0.0942594337285083,0.0721461357021717,0.0103209421767353,cluster2
TCGA-32-4210-01,cluster3,0.015345334145471,0.0232699342018399,0.78377686930182,0.157319238915638,0.0202886234352315,cluster3
TCGA-14-1794-01,cluster2,0.940250562881716,0.0172696406543782,0.0212732136153952,0.0106816751610031,0.0105249076875077,cluster2
TCGA-02-0271-01,cluster2,0.950451737910247,0.0181346375135264,0.0105840557292213,0.0105545670970441,0.0102750017499612,cluster2
TCGA-12-1090-01,cluster3,0.0161758276792234,0.014659507710326,0.872794851476042,0.0211472998437728,0.0752225132906357,cluster3
TCGA-12-1602-01,cluster2,0.890498177892788,0.072449389778994,0.0140967147721627,0.0115661530602796,0.0113895644957754,cluster2
TCGA-06-1800-01,cluster2,0.940213920304497,0.012878635241635,0.0108039298270292,0.025619813490216,0.0104837011366227,cluster2
TCGA-32-1980-01,cluster5,0.0530695424902843,0.909734413012557,0.0117240835990075,0.0151246227335354,0.0103473381646158,cluster5
TCGA-06-0140-01,cluster2,0.731940518936291,0.0108199115972426,0.199456881743954,0.0338126620603389,0.0239700256621731,cluster3
TCGA-08-0525-01,cluster2,0.933150669037123,0.0116264070880729,0.0150603808599219,0.029431434407676,0.0107311086072058,cluster2
TCGA-02-2470-01,cluster2,0.618674619741658,0.335563098202209,0.0286670950996408,0.00861220638183654,0.00848298057465541,cluster5
TCGA-12-1089-01,cluster3,0.0118899799394594,0.0495381430826111,0.678026923281382,0.0139937437233187,0.246551209973229,cluster3
TCGA-06-5859-01,cluster3,0.0163098694810319,0.0286204072975007,0.898776238978986,0.0393805982370493,0.016912886005432,cluster3
TCGA-32-4211-01,cluster3,0.0202101806102264,0.0164486465063886,0.879224078092521,0.0232171527739096,0.0608999420169542,cluster3
