SampleIDs,BestCalls,cluster3,cluster2,cluster1,cluster4,cluster5,Label
TCGA-06-0644-01,cluster2,0.0127842041814298,0.947661126082664,0.0127316956013828,0.0110222062322564,0.0158007679022667,cluster2
TCGA-06-0127-01,cluster5,0.0760928798319806,0.0167816336342154,0.0179749889356366,0.0276793925845006,0.861471105013667,cluster5
TCGA-06-0206-01,cluster2,0.141482461847608,0.719649736491267,0.0933185242399188,0.0237803017808671,0.0217689756403397,cluster2
TCGA-28-5218-01,cluster1,0.0135856072961388,0.0496773766231554,0.879536937891403,0.0117131550218827,0.0454869231674197,cluster1
TCGA-28-5220-01,cluster5,0.197095092421244,0.0140145665301189,0.0515407366041591,0.0209431215798902,0.716406482864587,cluster5
TCGA-06-0138-01,cluster1,0.0591193343022166,0.0120451612475194,0.622511294353007,0.184161579688802,0.122162630408455,cluster1
TCGA-14-1452-01,cluster2,0.0962319879266082,0.486377523779481,0.0196915129669315,0.365105930407927,0.0325930449190526,cluster2
TCGA-12-0820-01,cluster5,0.0200195762130928,0.229992778566412,0.136878905085864,0.391758228919725,0.221350511214906,cluster1
TCGA-02-0260-01,cluster1,0.0106946806328064,0.172728006674572,0.737556615946466,0.0553357821171739,0.0236849146289819,cluster1
TCGA-12-0618-01,cluster2,0.0183002714646354,0.853610313346171,0.0172814638402284,0.0332405797657441,0.0775673715832209,cluster2
TCGA-08-0510-01,cluster2,0.0141878381996557,0.941482269636619,0.0149625495289839,0.0122323827441404,0.0171349598906009,cluster2
TCGA-41-3915-01,cluster2,0.0171566551670223,0.924734557007856,0.0221118253823256,0.0147920190277715,0.0212049434150249,cluster2
TCGA-02-0317-01,cluster1,0.00990208172664657,0.0187720673462847,0.493749216004004,0.461299272048148,0.0162773628749165,cluster1
TCGA-14-0813-01,cluster5,0.0127768501188137,0.0219035198034358,0.015956588814186,0.194013822375629,0.755349218887936,cluster4
TCGA-14-0787-01,cluster4,0.0201087890086282,0.0552029145953069,0.0296407308934102,0.856400520845294,0.0386470446573604,cluster4
TCGA-15-1446-01,cluster4,0.490893347053947,0.0104101236793424,0.105349347433494,0.380092965951228,0.0132542158819883,cluster3
TCGA-12-0703-01,cluster5,0.0255219050750344,0.023427354006557,0.0170666933096464,0.14535235067104,0.788631696937722,cluster5
TCGA-06-0177-01,cluster2,0.0127248182714557,0.939143535823447,0.0117736782484714,0.0206533353875985,0.0157046322690276,cluster2
TCGA-02-0079-01,cluster3,0.454604134093707,0.39530786586819,0.0305998851633788,0.00929017190898593,0.110197942965739,cluster3
TCGA-02-0051-01,cluster2,0.0306870281071623,0.929466951734661,0.0128254742857821,0.0111033932188136,0.0159171526535809,cluster2
TCGA-02-0003-01,cluster1,0.012591847906398,0.203773932520224,0.757214834689822,0.0108563616866452,0.0155630231969109,cluster1
TCGA-14-1458-01,cluster5,0.0495713156064145,0.0181339964858213,0.0138899283692142,0.0273523680275684,0.891052391510982,cluster5
TCGA-08-0389-01,cluster3,0.457070616203022,0.147003960517453,0.00908275596571281,0.348272505771844,0.0385701615419686,cluster3
TCGA-32-2491-01,cluster2,0.145829454758585,0.804416098165667,0.0110824085926627,0.0109722065522088,0.0276998319308768,cluster2
TCGA-27-2528-01,cluster1,0.00956995555971059,0.454990140332484,0.50596397364968,0.0174810015258612,0.0119949289322645,cluster1
TCGA-12-3650-01,cluster1,0.0159951037190185,0.020963879365106,0.887775460587601,0.0135030073351111,0.0617625489931638,cluster1
TCGA-16-1055-01,cluster1,0.0902491004356611,0.0316428861466084,0.715114681759244,0.100878211177773,0.0621151204807137,cluster1
TCGA-06-0140-01,cluster2,0.452365360814621,0.502379629759631,0.0226777779227298,0.0137370069209232,0.00884022458209516,cluster3
TCGA-14-0865-01,cluster2,0.0175185282120725,0.916447999744756,0.0298092877801774,0.0144772738985958,0.0217469103643983,cluster2
TCGA-32-2615-01,cluster3,0.599814965049494,0.0354364017836338,0.169540536829321,0.152064556496719,0.0431435398408326,cluster4
TCGA-14-1453-01,cluster4,0.0461118473107684,0.0166056527102814,0.444300210393911,0.47705402530217,0.0159282642828696,cluster4
TCGA-14-1825-01,cluster2,0.0635743402086618,0.749954810938129,0.0598087608815839,0.0525376975155394,0.0741243904560854,cluster2
