SampleIDs,BestCalls,cluster5,cluster4,cluster2,cluster3,cluster1,Label
TCGA-02-0027-01,cluster1,0.0330241066895513,0.041514114007667,0.0298539927641223,0.0311205759865927,0.864487210552067,cluster1
TCGA-28-1755-01,cluster2,0.0431919065194303,0.0426474900289016,0.810376561250893,0.018052215622919,0.0857318265778562,cluster2
TCGA-02-0074-01,cluster5,0.91024596983881,0.0177415366894702,0.0295544729752324,0.0163676830531927,0.026090337443295,cluster5
TCGA-06-0157-01,cluster5,0.114939527907568,0.500363064213804,0.108558555606296,0.0549544363188761,0.221184415953456,cluster4
TCGA-02-0087-01,cluster3,0.220470109100944,0.0166406127043648,0.0306470858536426,0.707770850973098,0.0244713413679514,cluster3
TCGA-06-0146-01,cluster3,0.0348598454100171,0.0205107877769955,0.037774803433923,0.872380000481889,0.0344745628971755,cluster3
TCGA-08-0380-01,cluster4,0.0292348637163013,0.843244558622542,0.0301146323483604,0.0139776583881612,0.0834282869246347,cluster4
TCGA-02-0114-01,cluster3,0.215389563498178,0.0163642860572361,0.11281662078538,0.631364548551605,0.0240649811076003,cluster3
TCGA-76-4934-01,cluster5,0.91024596983881,0.0177415366894702,0.0295544729752324,0.0163676830531927,0.026090337443295,cluster5
TCGA-32-2494-01,cluster5,0.714631159591335,0.0143017294312164,0.0605598160328507,0.0116215758724781,0.198885719072119,cluster5
TCGA-28-1752-01,cluster4,0.0250234967156115,0.783002575959427,0.0324196911883282,0.0129092708151463,0.146644965321487,cluster4
TCGA-12-0616-01,cluster5,0.49372414710961,0.139847798061584,0.146759814715855,0.0715898798528883,0.148078360260064,cluster5
TCGA-06-0237-01,cluster4,0.0243532019906175,0.757929674792736,0.044400065739361,0.149549754071393,0.0237673034058927,cluster4
TCGA-76-4928-01,cluster5,0.819406284768378,0.0742017057257241,0.0264444412722197,0.0130886677383493,0.0668589004953286,cluster5
TCGA-08-0345-01,cluster5,0.862617007254748,0.031222847331523,0.0666420469458715,0.0144127339736988,0.0251053644941591,cluster5
TCGA-76-4931-01,cluster4,0.0277507593565326,0.781470836342073,0.154816649125733,0.0125376364487913,0.0234241187268703,cluster4
TCGA-12-3646-01,cluster3,0.0352674333023518,0.0197031888826673,0.262752320500988,0.651159123686841,0.031117933627152,cluster2
TCGA-02-0281-01,cluster5,0.914505570835371,0.0180428351583046,0.024369079906449,0.0184154490009815,0.0246670650988937,cluster5
TCGA-12-0827-01,cluster3,0.0340706411890262,0.0180092754889682,0.0243237534233039,0.772716729817847,0.150879600080855,cluster3
TCGA-19-1789-01,cluster1,0.0384374636278853,0.11123977877634,0.0509835308445231,0.0179333948935006,0.78140583185775,cluster1
TCGA-27-1835-01,cluster1,0.0302381733331352,0.0471042622845388,0.0378302951560113,0.0141079314829667,0.870719337743348,cluster1
