SampleIDs,BestCalls,cluster3,cluster1,cluster2,cluster5,cluster4,Label
TCGA-27-2518-01,cluster3,0.519568080745856,0.00651508917512574,0.00817923761566193,0.455540811786641,0.0101967806767152,cluster5
TCGA-06-0686-01,cluster2,0.0112353944396319,0.0124128478439531,0.894852587538144,0.044743530736682,0.0367556394415888,cluster2
TCGA-26-1438-01,cluster2,0.0338009334066948,0.0260172055040457,0.0740099005796216,0.0396753092536789,0.826496651255959,cluster4
TCGA-06-0206-01,cluster2,0.0312557811477974,0.11655780083558,0.829876507464046,0.0114844764235861,0.0108254341289913,cluster2
TCGA-06-0169-01,cluster1,0.0112976345636516,0.75413928495479,0.208106810468451,0.0105511454473148,0.0159051245657921,cluster1
TCGA-16-1063-01,cluster4,0.0123275295008691,0.234524987241416,0.0128392620175838,0.0152067888566693,0.725101432383461,cluster4
TCGA-08-0357-01,cluster2,0.0217325282896206,0.0436738093555135,0.901780093502514,0.017508417788701,0.0153051510636511,cluster2
TCGA-06-0879-01,cluster4,0.0123035193549666,0.033717312481571,0.0508857876588773,0.0175009851083375,0.885592395396248,cluster4
TCGA-06-0142-01,cluster5,0.0124773996694115,0.0115123183184773,0.0215310645143132,0.943511816655971,0.0109674008418276,cluster5
TCGA-06-2564-01,cluster1,0.0101624735728523,0.863037445528386,0.0197520054123821,0.096469552917674,0.0105785225687051,cluster1
TCGA-14-0865-01,cluster2,0.0204659058503158,0.101117977029778,0.832929066980464,0.0241131618464966,0.0213738882929447,cluster2
TCGA-27-1837-01,cluster2,0.47913479904187,0.345403489689123,0.0550867135315932,0.0858982248834404,0.034476772853973,cluster1
TCGA-02-0271-01,cluster2,0.0102933382670998,0.0139632141602707,0.952861125053498,0.0124165298049504,0.0104657927141813,cluster2
TCGA-26-5134-01,cluster2,0.0449840009000588,0.0335753055311895,0.888856824876041,0.0184261298233387,0.014157738869372,cluster2
TCGA-06-2565-01,cluster1,0.0347218883798869,0.921075745132555,0.0188624159316726,0.0148706003411641,0.0104693502147209,cluster1
TCGA-28-1760-01,cluster2,0.00992773244267844,0.0885155376720704,0.879756152402841,0.0114323951119841,0.0103681823704265,cluster2
TCGA-06-0747-01,cluster2,0.0737117123667114,0.0395178105814384,0.074372119097664,0.0696596563188578,0.742738701635328,cluster4
TCGA-08-0516-01,cluster5,0.281826721892277,0.152039309549459,0.00989362386836971,0.548904582714493,0.00733576197540169,cluster5
TCGA-19-2624-01,cluster2,0.0237911172659068,0.671672759157853,0.0804435575454089,0.132840635917848,0.0912519301129835,cluster1
