SampleIDs,BestCalls,cluster2,cluster1,cluster5,cluster3,cluster4,Label
TCGA-08-0525-01,cluster2,0.874678514894108,0.0714247454814903,0.016660085779022,0.0153481252166346,0.0218885286287447,cluster2
TCGA-02-0079-01,cluster3,0.300885687562601,0.0114129686427982,0.23667398247441,0.442286987292116,0.00874037402807411,cluster3
TCGA-14-0865-01,cluster2,0.919547878702726,0.0269748682139529,0.0202407340987904,0.0175615368115935,0.0156749821729368,cluster2
TCGA-14-0812-01,cluster3,0.202298257871518,0.0319061943343624,0.376211904209757,0.372774065360757,0.0168095782236058,cluster3
TCGA-08-0351-01,cluster5,0.0190638808092065,0.0176131010807704,0.810052904298891,0.139781503086055,0.0134886107250765,cluster5
TCGA-02-0102-01,cluster2,0.838924937521368,0.0731789367999912,0.0225123480878929,0.0157250750794418,0.0496587025113062,cluster2
TCGA-19-1787-01,cluster3,0.0569226633320667,0.021027515937483,0.0396099815505203,0.857065689333463,0.0253741498464669,cluster3
TCGA-02-0446-01,cluster2,0.750277481554252,0.0273152210799872,0.194381024445672,0.0148085430910193,0.0132177298290691,cluster2
TCGA-02-0071-01,cluster2,0.90661960360075,0.0372955203814792,0.0172168705634416,0.015773257867123,0.0230947475872059,cluster2
TCGA-12-3652-01,cluster1,0.0266498653502191,0.831691669335773,0.0237589305390662,0.0151997803019589,0.102699754472983,cluster1
TCGA-12-3651-01,cluster3,0.0224029906775907,0.0233657306105134,0.0791485179063481,0.861261277749668,0.0138214830558796,cluster3
TCGA-06-0219-01,cluster5,0.0112032534878331,0.487974328014006,0.477647769283309,0.0151319354789966,0.00804271373585548,cluster5
TCGA-08-0512-01,cluster2,0.853179469462094,0.0220580524547848,0.0219378510406777,0.0663807501598523,0.0364438768825913,cluster2
TCGA-26-1439-01,cluster1,0.0537023142892343,0.629363464530784,0.036473305240964,0.171930869600252,0.108530046338766,cluster1
TCGA-15-1446-01,cluster3,0.0214093606969498,0.0431320897101573,0.032489095601314,0.824173532058961,0.0787959219326179,cluster3
TCGA-28-1747-01,cluster3,0.0135322071723728,0.0278038823326582,0.415327886474002,0.533761337910305,0.00957468611066199,cluster3
TCGA-06-0877-01,cluster4,0.135787847421623,0.339723676124125,0.0351072019156052,0.0172316156084267,0.47214965893022,cluster4
TCGA-06-0188-01,cluster3,0.0229659678633841,0.0239529010223759,0.0389907835389588,0.891073837672944,0.0230165099023367,cluster3
TCGA-27-2519-01,cluster3,0.107743796216213,0.0399277259913555,0.0680835756136901,0.734572857183083,0.0496720449956581,cluster3
TCGA-06-1800-01,cluster2,0.857062282913588,0.0386665475409296,0.0222747248440052,0.0674000813483366,0.0145963633531411,cluster2
TCGA-02-0033-01,cluster1,0.106086280086353,0.709275909778071,0.0229330792825642,0.149599962428994,0.0121047684240184,cluster1
TCGA-06-0154-01,cluster2,0.830869271508452,0.0328102559231097,0.0158955795038175,0.0146438228381008,0.10578107022652,cluster2
TCGA-02-0422-01,cluster2,0.910667615805794,0.0234788557560487,0.0207240927000656,0.0297665626242858,0.0153628731138056,cluster2
TCGA-08-0522-01,cluster2,0.898320268121718,0.0409304313072743,0.020599536108898,0.024879225769564,0.0152705386925458,cluster2
TCGA-06-2565-01,cluster1,0.0219115066061557,0.886196466803103,0.0265019679807626,0.0402791496814863,0.0251109089284919,cluster1
TCGA-41-2573-01,cluster5,0.0195082747164565,0.0216935474630143,0.925571296719025,0.017976254597167,0.0152506265043375,cluster5
TCGA-08-0520-01,cluster3,0.112762548803559,0.0190694589022956,0.015797087374085,0.722778460218281,0.129592444701779,cluster3
TCGA-06-5415-01,cluster5,0.0205704042469754,0.0520199591354799,0.892373715396507,0.0189549731734269,0.0160809480476109,cluster5
TCGA-02-0075-01,cluster2,0.916594301750645,0.0330289958406405,0.0185584621210583,0.0169783141442283,0.014839926143428,cluster2
TCGA-06-0187-01,cluster4,0.0301147681348749,0.0553280361218994,0.0264745546490625,0.0992393746490947,0.788843266445069,cluster4
TCGA-08-0353-01,cluster2,0.386813138380844,0.386761517575595,0.134415824444624,0.0490965720884419,0.0429129475104951,cluster2
TCGA-08-0386-01,cluster3,0.0209315031059176,0.0186754398315554,0.0834405485263933,0.862741838465419,0.0142106700707152,cluster3
TCGA-26-5132-01,cluster3,0.127197537186327,0.0178005894427206,0.0178193081836176,0.823637593507078,0.0135449716802569,cluster3
TCGA-14-0736-01,cluster2,0.808828223181905,0.0177193445605419,0.0163577174721828,0.025096931242624,0.131997783542746,cluster4
TCGA-14-0787-01,cluster4,0.0931839482420873,0.0342137921378569,0.0268869396345915,0.0172370902648777,0.828478229720587,cluster4
TCGA-06-0132-01,cluster5,0.0173276129949164,0.0169156358024156,0.787195781471777,0.0929966116350585,0.0855643580958323,cluster5
TCGA-02-0111-01,cluster2,0.916606533560012,0.0328415707386686,0.0186230022344283,0.0170373590323527,0.0148915344345381,cluster2
TCGA-02-0338-01,cluster2,0.929019439072681,0.019400159530832,0.0188100362797669,0.0177292724159296,0.0150410927007902,cluster2
TCGA-06-0878-01,cluster4,0.0680595743071195,0.284456448966736,0.0192306295794957,0.0132217049673636,0.615031642179285,cluster4
TCGA-32-5222-01,cluster2,0.921897015621362,0.0272907757488596,0.0187188998893251,0.0171250915448806,0.0149682171955726,cluster2
TCGA-12-1089-01,cluster3,0.0201047894605237,0.0121466266699109,0.408222338268262,0.54033079343773,0.0191954521635729,cluster3
TCGA-02-0024-01,cluster5,0.432323815837094,0.0721656518105375,0.183155304631025,0.209823510544997,0.102531717176347,cluster5
