SampleIDs,BestCalls,cluster4,cluster1,cluster3,cluster5,cluster2,Label
TCGA-06-0156-01,cluster2,0.0300073415974272,0.0327318056725573,0.0577861267331313,0.0354613406742641,0.84401338532262,cluster2
TCGA-27-1834-01,cluster3,0.049249556244029,0.00596198686993299,0.898135705656917,0.0289575451082008,0.0176952061209197,cluster3
TCGA-19-1388-01,cluster5,0.0104384551104949,0.0243377935215996,0.160570464763357,0.729399663810355,0.0752536227941935,cluster3
TCGA-02-0106-01,cluster2,0.00857061155571638,0.250163929511795,0.00543691035541055,0.0102158963469731,0.725612652230105,cluster2
TCGA-19-1387-01,cluster2,0.0588193606783781,0.028111687041264,0.16612428767107,0.270962799181915,0.475981865427373,cluster2
TCGA-14-1829-01,cluster1,0.0486304972420877,0.85987514527728,0.0102482202584752,0.034573645944573,0.0466724912775845,cluster1
TCGA-06-0188-01,cluster4,0.760472026558872,0.00674280222202351,0.207796388362192,0.0142600334806503,0.010728749376263,cluster3
TCGA-14-0867-01,cluster2,0.033697553137997,0.0151824318816749,0.0101346409075731,0.013064196903116,0.927921177169639,cluster2
TCGA-19-2624-01,cluster1,0.398265505176704,0.409706366988599,0.0199434516499538,0.0250279795625937,0.14705669662215,cluster1
TCGA-16-1055-01,cluster1,0.0358039718454825,0.438100665169981,0.00526536952432939,0.00989357296199128,0.510936420498215,cluster1
TCGA-06-0169-01,cluster1,0.0169686961912163,0.708832509653283,0.0101648462685311,0.0190996373075916,0.244934310579378,cluster1
TCGA-06-0139-01,cluster2,0.00413253809287836,0.111002950776804,0.00828485863996336,0.0121700182563237,0.864409634234031,cluster1
TCGA-06-5415-01,cluster5,0.0054074167018206,0.0508535468138012,0.0520055159024417,0.881374595993237,0.0103589245886998,cluster5
TCGA-02-0338-01,cluster2,0.0114171335045752,0.0381777919192961,0.022785193531053,0.0368982946529071,0.890721586392169,cluster2
TCGA-14-1452-01,cluster2,0.00963004835530828,0.0293251792460572,0.015239996469029,0.0155964540887157,0.93020832184089,cluster2
